Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.618,0.619265019893646,..,0.57968407869339,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.367712110280991,..,..,..,..,..,..,0.424,0.412516504526138,..,0.414028495550156,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.532952487468719,..,..,..,..,..,..,0.56,0.545723736286163,..,0.551497936248779,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.626391351222992,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.63661926984787,..,..,..,..,..,..,0.676,0.670277237892151,..,0.613898158073425,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.319721281528473,..,..,..,..,..,..,0.369,0.378283977508545,..,0.383691936731339,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.342875510454178,..,..,..,..,..,..,0.38,0.38957479596138,..,0.386170625686646,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.493,0.490684866905212,..,0.491589874029159,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.379782944917679,..,..,..,..,..,..,0.394,0.393320679664612,..,0.397401511669159,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.774103760719299,..,..,..,..,..,..,0.799,0.800089955329895,..,0.797520101070404,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.291631907224655,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.286074638366699,..,..,..,..,..,..,0.293,0.299028992652893,..,0.299782782793045,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.62635999917984,..,..,..,..,..,..,0.674,0.665265142917633,..,0.651604175567627,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.673,0.64709883928299,..,0.65310263633728,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.580249488353729,..,..,..,..,..,..,0.593,0.598653852939606,..,0.60433030128479,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.409,0.400950133800507,..,0.40468829870224,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.369,0.364528745412826,..,0.366369277238846,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.409271746873856,..,..,..,..,..,..,0.42,0.417835533618927,..,0.41926571726799,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.597758889198303,..,..,..,..,..,..,0.619,0.603258788585663,..,0.628635048866272,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.303838104009628,..,..,..,..,..,..,0.353,0.369968354701996,..,0.379889339208603,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.693299353122711,..,..,..,..,..,..,0.723,0.729365646839142,..,0.709693968296051,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.686361968517303,..,..,..,..,..,..,0.751,0.754617035388947,..,0.755520224571228,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.726969122886658,..,..,..,..,..,..,0.782,0.764516711235046,..,0.752257406711578,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.748738408088684,..,..,..,..,..,..,0.774,0.770831823348999,..,0.755094826221466,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.551737248897552,..,0.544749319553375,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.492,0.506880283355713,..,0.502766907215118,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.525806725025177,..,..,..,..,..,..,0.602,0.596219539642334,..,0.594254851341248,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.478853046894073,..,..,..,..,..,..,0.486,0.492512345314026,..,0.494374662637711,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.501,0.544985711574554,..,0.546176612377167,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.725663781166077,..,..,..,..,..,..,0.747,0.774125277996063,..,0.77720320224762,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.310769081115723,..,..,..,..,..,..,0.409,0.369540899991989,..,0.37250080704689,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.385,0.384100586175919,..,0.382784843444824,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.508573293685913,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.81736147403717,..,..,..,..,..,..,0.814,0.814484000205994,..,0.796001017093658,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.756891846656799,..,..,..,..,..,..,0.765,0.755960285663605,..,0.762737214565277,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.453,0.456387877464294,..,0.457612454891205,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.371689707040787,..,..,..,..,..,..,0.397,0.403292864561081,..,0.421570628881455,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.541148841381073,..,..,..,..,..,..,0.614,0.609057724475861,..,0.568925797939301,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.760740280151367,..,..,..,..,..,..,0.795,0.763772785663605,..,0.751162469387054,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.439,0.443490087985992,..,0.450056403875351,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.714860320091248,..,..,..,..,..,..,0.681,0.694805860519409,..,0.690006494522095,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.541194915771484,..,0.565070509910584,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.441940814256668,..,..,..,..,..,..,0.46,0.456771224737167,..,0.461270093917847,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.374,0.369082599878311,..,0.37094247341156,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.495,0.494343042373657,..,0.495226472616196,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.446,0.444787979125977,..,0.446564912796021,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.49,0.480305939912796,..,0.481023132801056,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.780907571315765,..,..,..,..,..,..,0.822,0.821718037128448,..,0.812756538391113,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.689729869365692,..,..,..,..,..,..,0.703,0.705064594745636,..,0.683087289333344,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.755177617073059,..,..,..,..,..,..,0.74,0.743431091308594,..,0.745281875133514,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.44,0.484795808792114,..,0.493510901927948,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.496361434459686,..,..,..,..,..,..,0.535,0.53795725107193,..,0.540038466453552,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.564321935176849,..,..,..,..,..,..,0.591,0.592209100723267,..,0.593404471874237,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.398,0.399482280015945,..,0.407643288373947,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.766302525997162,..,..,..,..,..,..,0.806,0.813675343990326,..,0.792599022388458,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.718269050121307,..,..,..,..,..,..,0.763,0.763064444065094,..,0.733995318412781,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.750265836715698,..,..,..,..,..,..,0.769,0.752880394458771,..,0.727819681167603,..,..,..
